,Age,Income,MonthlyCharge,Tenure,Outage_sec_perweek,Email,Bandwidth_GB_Year,Yearly_equip_failure,PaperlessBilling,Churn,Gender_Male,Gender_Nonbinary,Contract_One year,Contract_Two Year,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Area_Suburban,Area_Urban,InternetService_Fiber Optic
4717,52,59958.03,172.4624,5.793869,7.998634,7,853.7834038,0,0,0,1,0,1,0,0,0,0,1,1,0,1
4718,34,32331.8,182.4608,2.246214,8.532065,13,632.4760401,0,0,1,0,0,0,0,0,1,0,0,1,0,1
4719,56,21580.42,242.6281,1.999262,9.278282,16,776.1387725,0,0,1,0,0,0,1,0,0,0,0,0,0,1
4720,66,21810.7,217.484,4.685087,10.05819,13,843.7651173,0,1,0,0,0,1,0,1,0,0,0,0,0,1
4721,85,18513.69,207.4974,15.75222,8.783005,10,1680.906796,0,1,0,1,0,0,0,1,0,0,0,1,0,1
4722,53,32753.3,124.9781,2.680333,9.308357,10,352.0824182,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4723,64,15037.18,172.4705,9.283599,13.1051,13,1440.630753,1,0,1,0,0,0,0,0,0,1,0,0,1,0
4724,38,38532.04,152.4624,5.70629,10.48815,13,1306.002586,0,1,1,1,0,0,0,0,0,1,0,0,1,0
4725,83,44241.07,132.466,12.79286,13.18243,7,1655.225461,0,1,0,0,0,0,0,0,0,1,0,0,1,0
4726,35,64075.52,197.4945,12.2982,10.21228,8,1484.886328,2,1,0,0,0,0,0,0,0,1,0,1,0,1
4728,44,49425.3,182.447,5.971951,7.762996,16,875.6471402,1,1,0,1,0,0,1,1,0,0,0,0,0,1
4729,28,79152.4,240.1149,5.364231,10.08354,10,1145.096989,0,1,1,1,0,0,0,0,1,0,0,0,1,1
4730,23,40368.33,152.4441,14.86565,12.18052,16,2009.785388,2,1,0,0,0,1,0,1,0,0,0,0,1,0
4731,55,24164.69,159.983,10.10287,11.71123,15,990.4553964,0,1,1,0,0,0,0,1,0,0,0,0,0,1
4732,20,43643.67,242.6106,10.15649,12.63747,16,2133.046997,0,0,1,1,0,0,1,0,0,1,0,1,0,0
4733,28,951.96,182.4833,8.031947,5.896488,9,971.3001605,1,0,1,0,0,0,0,1,0,0,0,0,1,1
4734,46,4524.96,112.4551,4.864814,14.47576,13,797.4420172,1,1,0,1,0,0,1,0,0,1,0,0,0,1
4736,48,48571.22,222.6281,6.723311,7.21113,19,1602.940552,0,1,1,0,0,0,0,0,0,0,1,1,0,0
4738,52,41327.38,179.9794,4.731685,9.927361,14,627.8159819,0,1,1,0,0,0,0,0,1,0,0,0,0,1
4740,55,73225.47,257.6375,9.986348,11.65736,13,1944.472438,0,1,1,0,0,0,0,0,0,0,0,1,0,0
4741,68,52810.57,190.127,9.651306,9.877495,13,1673.34866,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4742,44,12187.37,120.0049,1.726448,11.71311,10,847.9529065,2,0,0,1,0,0,1,0,0,0,0,0,0,0
4744,87,53187.32,179.9656,17.88722,12.1183,12,1684.817133,1,1,0,1,0,0,1,0,0,0,1,0,0,1
4746,58,46775.2,129.9915,23.59578,5.645543,12,2632.143148,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4747,60,19746.8,137.4872,4.115815,6.549501,19,451.0754045,1,1,0,0,0,0,1,0,0,0,0,0,0,1
4748,29,12854.97,134.9509,7.751707,2.542536,14,906.6526156,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4749,45,14277.26,107.482,10.277,8.920833,12,1429.357527,0,1,0,1,0,0,0,0,1,0,0,0,1,0
4751,83,19271.85,144.9607,5.792269,12.22514,15,433.9442354,0,1,1,0,0,0,0,0,0,0,1,0,0,1
4752,24,22257.83,152.4441,11.89052,10.66071,18,1871.35466,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4753,44,19620.4,207.6094,6.971587,10.30722,9,1090.821866,0,1,1,1,0,0,1,0,0,0,1,1,0,1
4754,47,14377.15,182.4433,17.30262,7.024602,9,2275.34376,1,0,1,1,0,0,1,0,1,0,0,0,1,0
4755,25,4004.2,207.4754,15.13225,13.35296,13,2259.107162,2,1,1,1,0,0,0,0,0,0,1,0,1,0
4756,47,60598.33,114.9509,11.42868,7.001953,6,1510.913118,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4757,77,20637.36,217.4702,5.192447,8.711448,17,943.0894026,1,1,1,1,0,0,0,0,0,0,0,0,0,1
4758,76,7677.29,207.6094,17.1248,13.15317,13,1910.19173,0,1,0,1,0,0,0,0,1,0,0,0,0,1
4759,37,26097.52,207.6094,3.199579,10.61878,15,804.7021179,0,0,1,1,0,0,0,0,0,0,1,0,0,1
4760,40,29174.41,149.9621,9.630403,17.81328,18,1237.830202,0,0,0,1,0,0,0,0,0,1,0,1,0,1
4761,22,14612.3,184.9785,5.73926,13.17154,12,1053.952202,0,1,1,1,0,0,0,1,0,0,0,0,1,1
4762,55,7882.5,192.4705,5.506063,4.865293,16,860.1917234,0,0,0,1,0,0,1,0,0,0,0,0,1,1
4763,55,37680.14,184.9715,10.89731,8.306336,14,1219.381518,0,1,1,0,0,0,0,0,1,0,0,0,1,1
4764,80,31749.22,134.9509,3.770144,12.74248,10,382.4167858,0,0,0,1,0,0,1,0,0,0,0,0,1,1
4766,23,93748.65,220.1185,4.370713,12.10227,17,895.556806,1,0,1,0,1,0,0,0,0,0,0,1,0,1
4767,68,30255.22,252.6378,2.006646,12.2246,16,977.9075314,1,1,1,1,0,0,0,0,0,0,0,0,0,1
4768,54,32228.53,187.6094,10.62816,13.08518,12,1847.226235,0,1,1,0,0,1,0,0,1,0,0,1,0,0
4773,18,74084.32,204.9496,3.872474,8.536876,10,892.5015342,0,1,1,1,0,0,0,0,0,0,0,1,0,1
4774,89,33652.0,139.983,4.043292,13.51705,19,826.7523349,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4775,47,17528.05,149.9378,3.309503,6.921287,15,1026.042379,2,0,1,1,0,0,0,0,0,0,0,1,0,0
4776,70,58992.27,242.6106,25.68013,12.52141,12,3070.896284,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4777,51,31036.82,194.9882,10.12764,6.530692,15,1214.121186,0,1,1,0,0,0,0,0,1,0,0,1,0,1
4778,47,41971.12,149.9621,18.01409,9.254731,14,1885.551581,0,1,0,0,0,0,1,0,0,1,0,0,1,1
4779,44,36514.93,127.4958,1.90586,11.7274,13,362.550034,0,0,0,0,0,0,1,0,0,1,0,0,0,1
4780,56,5406.51,200.1185,7.329775,9.621544,8,1451.591007,1,1,1,0,0,0,0,0,0,0,0,0,1,0
4781,41,44202.8,159.9476,11.21881,13.36673,7,1589.460591,1,1,1,0,0,0,0,0,0,1,0,0,1,0
4782,44,36991.79,179.9794,13.17784,6.666431,6,1407.673878,0,1,0,0,0,0,1,1,0,0,0,0,1,1
4783,70,23803.0,204.9634,7.03957,7.350413,16,1185.478786,0,0,0,1,0,0,1,0,1,0,0,1,0,1
4784,80,37577.46,245.147,2.77885,13.80285,11,1187.8922,0,0,1,0,0,0,1,1,0,0,0,0,1,0
4785,25,32555.42,174.9744,12.9557,12.89791,9,1894.547126,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4786,46,38869.47,270.1604,21.39532,8.345417,14,3055.521716,0,1,1,0,0,0,1,0,0,0,1,0,1,0
4787,58,2904.8,245.147,26.54684,11.43549,13,3238.304359,1,0,1,0,0,0,1,1,0,0,0,0,1,0
4788,61,78090.5,152.4742,7.334657,4.472985,6,1253.931577,1,1,1,0,0,0,0,0,0,1,0,0,0,0
4789,65,23935.48,152.5104,19.48914,7.28865,11,2254.987769,1,1,0,0,0,0,0,0,0,1,0,1,0,0
4790,43,56792.26,162.4538,4.546842,10.03734,14,1076.672787,1,1,0,0,0,0,1,0,0,0,0,1,0,0
4791,56,44499.17,194.9663,4.320048,11.21058,12,1215.716688,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4792,84,10979.8,204.961,9.553951,6.638957,12,1063.934914,0,0,1,0,1,0,0,0,1,0,0,0,0,1
4793,68,31096.42,162.4676,22.01734,8.347688,12,2615.647724,0,0,0,1,0,0,1,0,1,0,0,0,1,0
4795,24,50335.96,215.1591,7.041709,13.16758,14,1771.091615,0,0,1,1,0,1,0,0,0,0,1,0,0,0
4797,57,33572.8,164.967,17.19189,5.067851,10,2297.2034,2,1,0,0,0,1,0,1,0,0,0,0,0,0
4798,24,60326.6,129.9621,7.560138,7.451031,14,1503.364958,0,1,0,1,0,0,1,1,0,0,0,0,1,0
4799,68,5540.89,202.4433,15.62643,8.484833,11,1624.869828,0,1,0,1,0,0,1,0,0,0,0,0,0,1
4800,84,29379.05,137.4686,6.142753,15.15124,14,700.4813335,2,0,0,1,0,0,0,0,0,0,1,0,0,1
4801,48,76333.6,172.4705,8.696148,11.52986,12,1475.739164,0,0,1,0,0,1,0,0,0,0,1,1,0,0
4802,55,14676.6,235.1372,21.49074,10.42719,13,2886.678944,0,1,1,0,0,1,0,0,0,1,0,1,0,0
4804,70,42839.99,207.4811,13.21887,5.020165,10,1566.022939,0,1,0,0,0,0,1,0,0,0,0,0,1,1
4805,68,77598.76,214.9525,13.74701,6.246844,9,1598.336024,0,0,1,1,0,0,0,1,0,0,0,0,0,1
4806,81,26278.72,194.9699,19.48387,9.694195,15,2038.974824,0,0,0,1,0,0,0,0,0,1,0,1,0,1
4807,64,20954.8,220.1323,5.067354,12.6649,7,968.8818009,0,1,1,0,0,1,0,0,0,1,0,0,0,1
4808,73,10331.34,139.9875,6.386027,11.96519,13,1039.187211,1,1,1,0,0,0,0,0,0,1,0,0,1,0
4809,27,24090.59,159.9349,5.387209,9.379254,7,910.8338083,1,0,0,1,0,0,1,0,1,0,0,0,0,1
4810,57,29125.57,104.9643,3.94227,12.36111,6,795.7564584,0,1,1,1,0,0,0,0,0,0,0,0,1,0
4811,68,39053.35,230.1051,5.664023,11.20557,10,982.7165421,0,1,1,0,0,0,1,0,1,0,0,0,1,1
4812,22,11423.37,200.1323,1.329981,8.979059,9,1244.63125,1,1,1,0,0,0,0,0,1,0,0,0,1,0
4813,34,33426.12,114.9509,29.58658,8.885438,10,3041.355145,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4814,78,24927.42,147.4783,7.888574,12.83525,10,810.3780598,0,1,0,1,0,0,0,0,0,0,1,0,1,1
4815,75,19536.56,174.9581,13.34222,12.30036,11,2027.493646,0,1,0,1,0,0,1,0,0,0,0,0,1,0
4816,68,43797.53,174.9768,13.63405,9.718608,12,1855.223588,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4817,79,35409.41,154.9919,8.171806,9.777012,3,1307.928901,0,1,1,0,0,0,0,0,0,0,1,0,1,0
4818,51,41444.72,167.4847,25.76718,10.1175,10,3049.419775,0,1,0,1,0,0,0,0,0,0,0,0,1,0
4819,58,20474.19,197.4702,3.876069,10.46793,15,1218.662597,0,1,1,1,0,0,1,0,0,0,1,1,0,0
4820,58,2335.14,194.9768,29.71753,6.963828,11,2823.145964,0,1,0,0,0,0,0,0,0,0,1,0,1,1
4821,89,33004.0,184.9634,1.116305,6.995567,14,866.6314272,0,0,1,1,0,0,1,0,0,0,0,0,1,0
4822,25,71806.84,220.1185,1.331372,11.9576,12,740.5922353,0,0,1,0,0,0,1,0,0,1,0,0,0,1
4823,59,68987.09,149.9778,4.054345,7.685351,11,471.7954635,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4824,31,7410.71,179.9656,11.99482,11.64621,13,1293.256696,1,0,0,1,0,0,0,0,1,0,0,1,0,1
4825,20,29998.04,169.9378,5.156634,9.210381,13,883.2058714,0,1,0,1,0,0,0,1,0,0,0,1,0,1
4826,21,40948.07,230.1051,1.530293,10.31007,12,814.3727251,0,1,1,1,0,0,0,1,0,0,0,0,0,1
4827,68,79645.56,194.9663,5.976743,7.695657,14,1312.11903,0,1,1,0,0,0,1,1,0,0,0,1,0,0
4829,37,28805.26,149.9778,6.42531,10.25645,8,799.7665769,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4830,72,37864.06,159.9875,6.088456,17.21943,15,656.0906255,1,0,0,1,0,0,1,0,0,0,0,0,1,1
4831,53,39557.83,159.9875,17.93561,5.923618,16,1689.115275,1,1,0,1,0,0,0,0,0,0,1,0,1,1
4832,45,51302.78,179.9656,9.389007,9.942413,11,982.3393738,0,1,0,0,0,1,0,0,1,0,0,0,0,1
4835,19,28022.35,207.4673,13.11297,14.58334,14,1705.302867,1,1,1,0,0,0,0,0,0,0,1,0,0,1
4837,87,40203.66,207.4754,6.913925,13.04143,13,1536.363525,0,1,1,1,0,1,0,0,0,0,1,1,0,0
4839,46,120301.3,220.1323,9.386672,10.35374,15,1367.297406,0,1,1,1,0,1,0,0,1,0,0,1,0,1
4840,87,21790.0,179.9656,9.187823,12.83596,15,941.2227255,0,1,0,1,0,0,0,0,0,1,0,1,0,1
4842,49,40633.4,212.6415,4.820891,12.48749,12,1569.607544,1,0,1,0,0,0,1,0,1,0,0,0,1,0
4843,80,22918.99,124.9607,16.57839,12.59919,14,1771.850524,0,1,1,0,0,0,0,0,0,0,1,1,0,0
4844,28,18054.15,152.5104,2.780924,9.016916,12,976.4774375,0,0,1,0,0,0,0,0,1,0,0,0,1,0
4846,36,12993.3,147.4421,4.212653,11.26154,9,659.4098323,0,0,0,1,0,0,0,0,0,0,0,1,0,1
4848,44,13476.42,127.4738,4.579843,5.93299,11,983.1469135,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4849,53,30536.02,119.9568,4.096547,9.125916,12,1052.973308,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4850,83,42800.66,240.1149,2.250238,9.733557,17,693.3489139,0,0,1,0,0,0,1,0,1,0,0,1,0,1
4852,29,17134.4,139.965,5.695207,6.583504,8,1220.191739,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4853,39,19937.92,242.6326,6.649321,8.998128,16,1211.694229,1,0,1,0,0,0,0,0,1,0,0,0,0,1
4854,61,84298.02,162.4676,5.276321,15.43337,12,1250.606015,0,1,0,0,0,0,1,0,0,1,0,0,0,0
4855,34,56733.5,227.4754,15.1631,11.8323,9,1849.418149,0,1,1,1,0,0,0,1,0,0,0,0,1,1
4856,48,68204.46,192.4705,5.124495,9.399937,19,821.0926195,1,1,1,1,0,0,0,0,1,0,0,0,1,1
4857,21,35775.82,207.4811,5.111844,12.08935,14,1062.404345,1,1,1,0,0,1,0,0,0,0,0,1,0,1
4858,49,23303.89,149.9447,10.02376,8.820956,11,1610.068088,1,0,1,1,0,1,0,0,1,0,0,1,0,0
4859,69,55365.37,114.9509,11.61657,11.13796,14,1454.178463,2,0,1,0,0,0,0,0,1,0,0,0,1,0
4860,69,31263.34,117.4392,6.275924,10.8229,9,1196.239363,0,1,0,1,0,0,1,0,0,0,0,0,0,0
4861,77,67495.36,137.4392,10.18273,6.767293,14,984.2773024,0,0,0,1,0,1,0,0,0,0,1,0,1,1
4862,63,114551.7,104.9781,7.761878,11.50744,17,1231.447125,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4863,85,43010.56,149.9598,12.9765,8.116261,11,1178.979911,0,0,0,0,0,0,1,1,0,0,0,0,0,1
4864,32,41799.98,194.9581,12.70321,10.25329,8,1593.998248,0,1,0,0,0,0,1,0,1,0,0,1,0,1
4865,88,21512.56,187.6094,6.431215,8.957051,11,1377.348602,0,0,1,1,0,0,1,0,0,1,0,1,0,0
4868,86,16587.43,142.5007,2.237136,8.412486,12,733.0142637,1,1,0,0,0,1,0,0,0,0,0,1,0,0
4869,49,42033.71,149.9915,15.39062,5.110608,10,1719.698931,1,1,0,1,0,0,0,0,0,1,0,0,1,1
4870,45,41911.7,104.9781,6.749571,4.76345,12,1145.946987,0,0,1,1,0,0,0,0,0,1,0,0,0,0
4871,34,17638.9,172.4705,15.33595,11.14084,11,2065.691215,2,1,1,0,0,0,0,0,1,0,0,0,1,0
4872,36,24084.76,162.4689,8.686291,6.332682,11,992.4258553,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4873,73,3900.77,162.447,17.8565,9.017084,13,2167.855557,2,0,0,1,0,1,0,0,0,0,1,0,1,0
4874,87,107772.3,232.6415,1.112412,2.198831,16,512.1675846,1,1,1,0,0,0,0,1,0,0,0,0,0,1
4875,55,16090.91,162.4526,2.255314,13.928,10,520.7155239,2,1,0,0,1,1,0,0,1,0,0,0,1,1
4877,50,16409.81,152.4624,1.40024,9.692251,12,944.6151981,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4880,47,16013.09,197.4702,6.398242,7.696462,11,1348.318284,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4881,87,35805.47,184.9797,2.223563,14.47842,14,873.3472232,0,1,1,1,0,0,0,0,0,0,1,0,1,0
4882,85,32153.72,182.4676,7.277274,12.26177,14,877.0780549,2,1,0,1,0,0,1,0,1,0,0,0,1,1
4883,49,16161.27,182.447,3.4187,12.44948,13,619.2614035,0,0,1,1,0,0,0,0,0,0,0,1,0,1
4884,51,20845.79,197.4876,17.58224,2.53911,11,1964.367635,0,0,0,1,0,1,0,0,0,0,1,1,0,1
4885,35,11830.39,144.9607,8.423652,8.293752,11,868.497965,0,1,0,0,0,1,0,0,1,0,0,0,1,1
4886,35,50391.85,252.6378,6.739064,9.518609,14,1211.320081,0,0,1,0,0,1,0,1,0,0,0,0,0,1
4887,27,48848.88,210.127,22.744,11.64544,10,2774.912011,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4888,43,40398.47,235.1591,6.56131,8.644175,11,1270.455838,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4889,87,24165.62,152.4624,1.726822,4.565566,16,850.0650584,1,1,1,1,0,0,0,0,1,0,0,0,1,0
4890,70,83334.79,197.4725,6.495239,7.213508,12,1558.694988,2,1,1,1,0,0,0,1,0,0,0,0,1,0
4892,32,59960.0,182.4433,8.324111,9.638076,7,1629.696337,0,0,1,0,0,0,0,0,0,1,0,1,0,0
4893,55,87320.1,104.9643,4.484822,10.18997,10,764.4832553,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4894,64,68793.34,147.4738,6.994401,12.17642,16,814.9942633,1,0,0,1,0,0,0,1,0,0,0,0,1,1
4895,57,33055.59,142.4526,6.597117,8.318932,9,1384.04032,0,1,0,0,0,0,1,1,0,0,0,1,0,0
4896,23,22588.39,182.497,11.12081,13.60153,13,1321.610648,1,0,0,0,0,0,0,0,1,0,0,0,0,1
4897,44,79358.93,114.9509,17.55118,5.826774,8,1991.629188,1,1,0,0,0,0,0,1,0,0,0,0,1,0
4898,34,25142.24,127.4601,4.795038,2.36444,13,1096.59855,0,1,0,1,0,1,0,0,1,0,0,0,0,0
4901,75,68709.62,232.6228,2.696846,10.20829,13,808.114485,2,1,1,1,0,0,0,0,0,1,0,0,0,1
4902,24,1263.57,169.9447,9.648973,11.58924,11,1278.614923,0,1,1,1,0,0,0,1,0,0,0,1,0,1
4903,45,24074.11,157.4836,20.16597,10.72033,5,1934.499334,0,0,0,1,0,0,1,0,0,0,0,1,0,1
4904,54,162842.8,162.4713,6.193832,7.117811,12,945.4518917,1,1,1,1,0,0,0,1,0,0,0,0,0,1
4905,25,45427.7,164.9785,2.553094,9.030524,11,1258.112414,0,1,1,1,0,0,0,0,0,0,0,1,0,0
4907,46,12531.29,164.9853,20.52701,7.545931,12,2563.027756,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4908,85,39001.57,287.6427,12.00948,11.88584,13,1885.394921,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4909,35,46708.88,230.1051,5.516053,11.36826,10,1294.27991,0,1,1,0,0,0,0,0,0,0,0,0,1,1
4910,34,33533.36,247.6647,9.696166,10.01287,10,2089.325891,1,1,1,1,0,0,0,0,0,1,0,0,0,0
4911,82,13148.1,194.9581,6.135015,11.72484,13,877.3671989,0,1,1,1,0,0,1,0,0,1,0,1,0,1
4912,75,68091.97,255.1198,11.69119,9.366618,9,1943.387485,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4913,69,87277.75,175.0062,4.301967,13.35351,10,1122.243782,0,1,1,0,0,0,0,0,0,0,1,0,0,0
4914,70,49373.8,144.9889,11.40635,7.980028,14,1685.65475,0,1,1,1,0,0,0,0,0,0,1,0,1,0
4915,63,43369.94,147.4421,5.119045,8.7759,15,645.1544646,0,0,1,1,0,0,0,0,0,1,0,1,0,1
4916,68,16717.1,172.4555,7.663799,16.76653,8,1006.466252,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4918,55,60004.46,157.4836,10.15306,12.74256,16,1081.276543,0,1,1,1,0,0,0,0,1,0,0,1,0,1
4919,45,13216.99,144.9889,4.64085,8.308668,15,1166.216656,0,0,1,0,0,0,0,0,0,1,0,1,0,0
4920,30,58621.81,157.4836,2.919224,11.8131,11,488.2314263,1,1,0,0,0,0,0,0,0,1,0,1,0,1
4921,35,29541.88,235.1591,25.07759,12.10286,9,3076.415699,0,0,1,1,0,0,0,0,0,0,0,0,1,1
4924,68,26375.76,174.9744,7.704074,11.19425,14,1436.32927,0,1,1,1,0,0,0,0,0,0,0,0,0,0
4925,77,12416.94,240.1149,14.13869,11.85073,11,1672.619185,1,0,0,1,0,0,1,0,0,1,0,0,1,1
4926,87,61291.33,172.4404,17.61732,7.978417,19,2123.830793,1,1,1,0,0,0,1,0,0,0,0,0,0,0
4927,33,22611.29,290.1604,3.179833,7.681675,12,1130.542862,1,1,1,0,0,0,1,1,0,0,0,1,0,1
4929,30,13500.74,179.9656,9.448515,10.85047,12,1180.250198,1,1,0,1,0,0,1,0,0,1,0,1,0,1
4931,22,21413.24,277.6375,6.422331,9.757323,9,1316.360571,0,0,1,0,0,0,0,0,0,1,0,1,0,1
4932,70,10832.15,179.9794,8.91671,6.973723,18,1024.783162,0,1,0,1,0,1,0,0,0,0,1,1,0,1
4933,19,84674.6,149.9928,11.51972,9.809836,10,1708.389751,0,1,0,0,0,1,0,0,0,1,0,0,0,0
4935,65,63911.85,160.0013,15.19674,5.788391,11,1536.961227,0,1,0,1,0,0,1,1,0,0,0,0,1,1
4936,78,8086.98,139.965,9.060452,14.11524,8,1304.494778,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4938,74,13744.9,147.4783,11.7516,7.488474,10,1026.949787,0,1,0,0,0,0,1,0,0,1,0,1,0,1
4939,21,5436.21,182.4608,1.556533,12.78207,12,618.5873585,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4940,75,8231.55,245.1457,10.59224,8.741825,12,1601.761071,1,1,1,1,0,0,1,0,0,0,1,0,0,1
4942,26,29977.3,172.4555,6.214633,9.662482,12,1056.212192,0,1,0,1,0,0,0,0,0,0,1,0,0,1
4943,77,28827.57,232.6228,3.595204,12.27876,17,828.1128045,0,0,0,0,0,1,0,0,1,0,0,1,0,1
4945,58,29950.17,127.482,8.596064,8.468778,13,897.0780053,0,1,0,1,0,0,0,0,0,1,0,0,0,1
4946,54,73010.37,139.9512,3.184209,13.73496,19,820.8726738,0,1,1,0,0,0,0,0,0,0,1,1,0,0
4947,60,53256.9,204.9634,4.171617,5.939411,13,782.2940277,1,0,1,0,0,0,0,0,0,0,1,0,1,1
4949,23,113511.5,112.4551,3.684683,9.256725,14,386.0205317,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4950,45,36961.91,137.4872,2.922427,9.749035,8,453.9726524,0,0,1,1,0,0,0,1,0,0,0,0,1,1
4951,85,23170.27,214.9525,10.17149,5.774549,9,1157.275128,0,0,1,1,0,1,0,0,1,0,0,0,1,1
4952,57,23142.34,149.9915,4.73307,8.424871,13,820.2134061,0,1,0,1,0,0,0,0,0,0,1,1,0,1
4953,51,10090.93,172.4624,19.39483,6.828347,13,1955.226259,0,1,0,0,0,0,1,0,0,0,1,1,0,1
4954,66,10219.32,114.9728,4.771263,7.751726,17,501.6283743,1,0,0,0,0,0,0,0,1,0,0,1,0,1
4955,27,14624.56,222.6281,19.52917,10.61552,15,2768.129883,0,0,1,1,0,1,0,0,0,1,0,0,0,0
4956,25,16057.58,217.4702,6.383328,11.17837,13,1088.018039,0,1,0,1,0,0,1,0,0,0,0,0,0,1
4958,89,15207.5,255.1336,10.70911,8.795566,10,1975.678599,0,0,1,1,0,0,1,0,0,1,0,0,1,0
4961,46,18634.17,149.9741,5.461422,10.6092,14,1193.11856,0,0,1,1,0,0,0,0,0,1,0,1,0,0
4962,65,20659.21,212.6228,12.39101,10.87952,16,2110.283707,0,0,1,1,0,0,0,0,0,1,0,0,1,0
4963,31,73134.03,184.9634,7.91568,13.3432,16,1613.918447,1,1,1,1,0,0,0,0,0,0,0,1,0,0
4964,43,37461.71,162.4538,6.306379,10.95773,14,1360.253379,0,0,1,1,0,0,0,0,0,1,0,1,0,0
4965,40,25163.01,270.1604,8.05975,11.31745,13,2060.344507,1,0,1,1,0,0,0,0,0,0,0,0,0,0
4966,28,70500.42,184.961,19.34604,13.43679,15,2580.274842,0,1,1,1,0,0,0,0,0,1,0,0,0,0
4968,43,55267.18,172.4579,5.533306,9.223376,8,1017.061783,2,0,0,1,0,1,0,0,0,0,1,1,0,1
4970,86,17228.14,175.0062,2.348386,7.676215,11,814.0807452,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4971,76,38599.07,232.624,14.74826,7.178201,13,2174.446655,1,0,1,1,0,1,0,0,1,0,0,0,1,0
4972,25,69472.61,142.4689,8.802664,8.211382,5,1697.797856,2,1,0,0,0,0,0,0,0,0,1,0,0,0
4973,23,41685.06,192.4404,11.94546,8.560666,11,1594.837225,0,1,1,1,0,0,0,1,0,0,0,0,0,1
4974,67,15629.94,140.0013,11.54316,10.25342,9,1562.246266,1,1,0,0,0,1,0,0,0,0,1,1,0,0
4976,24,2405.39,240.1149,8.930383,13.40189,16,1419.629707,0,1,1,1,0,0,0,0,0,0,0,0,1,1
4977,80,51082.1,287.6427,6.62916,11.48824,10,1292.497362,0,1,1,1,0,0,0,0,1,0,0,0,0,1
4978,56,35497.4,265.1283,8.004483,11.20268,12,1422.55591,1,0,1,0,0,0,0,0,0,0,0,1,0,1
4979,20,54664.15,255.1417,8.618298,10.83271,7,1470.429882,1,0,1,0,0,0,0,0,0,0,0,0,1,1
4980,62,100171.6,164.9647,2.146247,9.570705,15,940.3579408,1,0,0,0,0,0,1,1,0,0,0,1,0,0
4982,19,46256.01,137.4686,2.63695,7.65807,14,657.1195012,1,1,0,1,0,0,1,0,0,0,1,1,0,1
4983,54,54875.71,172.4555,16.60248,17.82932,15,1784.783191,1,1,0,1,0,0,0,1,0,0,0,0,0,1
4984,71,12377.36,127.4783,9.309073,6.157922,13,1424.784732,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4985,42,45217.59,200.1185,19.9897,6.072082,16,2705.01162,0,1,1,1,0,0,0,0,1,0,0,0,1,0
4987,31,60302.79,242.6143,13.288,8.426883,8,1763.825951,0,1,1,0,0,0,0,0,0,0,0,0,1,1
4993,54,40257.26,245.132,19.01406,11.06218,14,2171.232828,0,1,0,0,0,0,1,0,0,1,0,0,1,1
4997,23,94691.1,149.9915,8.330395,12.69026,10,1318.798135,0,0,0,1,0,0,1,0,0,1,0,0,0,1
4998,75,20940.34,159.9794,6.482702,4.827944,12,1170.945568,1,1,0,0,0,0,1,0,0,0,0,0,0,0
4999,49,15908.91,182.4538,5.368306,11.47451,10,772.3849869,1,0,0,0,0,1,0,0,0,1,0,0,1,1
5000,80,15963.97,169.9741,41.88907,12.1699,16,3632.236502,0,1,0,0,0,0,0,0,0,0,1,0,0,1
5001,61,56915.0,184.9634,54.04107,9.41287,11,5356.543952,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5003,73,14461.21,137.4392,44.72802,9.531672,11,3811.689374,0,1,0,0,0,0,0,0,1,0,0,0,0,1
